event_slug,event_name,split,league,region,day,group,stage,game_label,game_number,map_name,game_id,stats_url,replay_url,title,score_rank,team,placement,kills,total_points,placement_points_reported,placement_points_rule,score_check
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #5,5,World's Edge,432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/game/432376b187d37d271022434ba8ce73a8,C vs. D - Game #5 - World's Edge,8,ENTER FORCE.36,7,2,5,3,3,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #5,5,World's Edge,432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/game/432376b187d37d271022434ba8ce73a8,C vs. D - Game #5 - World's Edge,9,STALLIONS,8,3,5,2,2,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #5,5,World's Edge,432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/game/432376b187d37d271022434ba8ce73a8,C vs. D - Game #5 - World's Edge,10,Liquid Alienware,13,3,4,1,1,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #5,5,World's Edge,432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/game/432376b187d37d271022434ba8ce73a8,C vs. D - Game #5 - World's Edge,11,Zero Tenacity,15,3,4,1,1,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #5,5,World's Edge,432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/game/432376b187d37d271022434ba8ce73a8,C vs. D - Game #5 - World's Edge,12,Team Burger,9,1,3,2,2,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #5,5,World's Edge,432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/game/432376b187d37d271022434ba8ce73a8,C vs. D - Game #5 - World's Edge,13,GaiminGladiators,12,2,3,1,1,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #5,5,World's Edge,432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/game/432376b187d37d271022434ba8ce73a8,C vs. D - Game #5 - World's Edge,14,Envy,10,0,2,2,2,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #5,5,World's Edge,432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/game/432376b187d37d271022434ba8ce73a8,C vs. D - Game #5 - World's Edge,15,Team Falcons,14,0,1,1,1,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #5,5,World's Edge,432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/game/432376b187d37d271022434ba8ce73a8,C vs. D - Game #5 - World's Edge,16,Noctem,16,0,0,0,0,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #5,5,World's Edge,432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/game/432376b187d37d271022434ba8ce73a8,C vs. D - Game #5 - World's Edge,17,DreamFire,17,0,0,0,0,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #5,5,World's Edge,432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/game/432376b187d37d271022434ba8ce73a8,C vs. D - Game #5 - World's Edge,18,CRAZY RACCOON,18,0,0,0,0,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #5,5,World's Edge,432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/game/432376b187d37d271022434ba8ce73a8,C vs. D - Game #5 - World's Edge,19,Supernova,19,0,0,0,0,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #5,5,World's Edge,432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/432376b187d37d271022434ba8ce73a8,https://apexlegendsstatus.com/algs/game/432376b187d37d271022434ba8ce73a8,C vs. D - Game #5 - World's Edge,20,LG,20,0,0,0,0,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #6,6,World's Edge,f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/game/f9f25d09fa3c20d1428b2e2836027bfe,C vs. D - Game #6 - World's Edge,1,Envy,1,12,24,12,12,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #6,6,World's Edge,f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/game/f9f25d09fa3c20d1428b2e2836027bfe,C vs. D - Game #6 - World's Edge,2,Team Falcons,2,5,14,9,9,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #6,6,World's Edge,f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/game/f9f25d09fa3c20d1428b2e2836027bfe,C vs. D - Game #6 - World's Edge,3,FURIA,4,6,11,5,5,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #6,6,World's Edge,f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/game/f9f25d09fa3c20d1428b2e2836027bfe,C vs. D - Game #6 - World's Edge,4,LG,3,3,10,7,7,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #6,6,World's Edge,f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/game/f9f25d09fa3c20d1428b2e2836027bfe,C vs. D - Game #6 - World's Edge,5,Alliance,5,6,10,4,4,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #6,6,World's Edge,f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/game/f9f25d09fa3c20d1428b2e2836027bfe,C vs. D - Game #6 - World's Edge,6,CRAZY RACCOON,8,7,9,2,2,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #6,6,World's Edge,f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/game/f9f25d09fa3c20d1428b2e2836027bfe,C vs. D - Game #6 - World's Edge,7,Team Burger,6,4,7,3,3,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #6,6,World's Edge,f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/game/f9f25d09fa3c20d1428b2e2836027bfe,C vs. D - Game #6 - World's Edge,8,Liquid Alienware,14,5,6,1,1,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #6,6,World's Edge,f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/game/f9f25d09fa3c20d1428b2e2836027bfe,C vs. D - Game #6 - World's Edge,9,Supernova,7,1,4,3,3,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #6,6,World's Edge,f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/game/f9f25d09fa3c20d1428b2e2836027bfe,C vs. D - Game #6 - World's Edge,10,DreamFire,12,2,3,1,1,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #6,6,World's Edge,f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/game/f9f25d09fa3c20d1428b2e2836027bfe,C vs. D - Game #6 - World's Edge,11,STALLIONS,13,2,3,1,1,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #6,6,World's Edge,f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/game/f9f25d09fa3c20d1428b2e2836027bfe,C vs. D - Game #6 - World's Edge,12,OrglessAndHungry,18,3,3,0,0,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #6,6,World's Edge,f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/game/f9f25d09fa3c20d1428b2e2836027bfe,C vs. D - Game #6 - World's Edge,13,Zero Tenacity,9,0,2,2,2,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #6,6,World's Edge,f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/game/f9f25d09fa3c20d1428b2e2836027bfe,C vs. D - Game #6 - World's Edge,14,GaiminGladiators,10,0,2,2,2,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #6,6,World's Edge,f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/game/f9f25d09fa3c20d1428b2e2836027bfe,C vs. D - Game #6 - World's Edge,15,REIGNITE,11,0,1,1,1,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #6,6,World's Edge,f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/game/f9f25d09fa3c20d1428b2e2836027bfe,C vs. D - Game #6 - World's Edge,16,Noctem,15,0,1,1,1,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #6,6,World's Edge,f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/game/f9f25d09fa3c20d1428b2e2836027bfe,C vs. D - Game #6 - World's Edge,17,GoNext,17,1,1,0,0,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #6,6,World's Edge,f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/game/f9f25d09fa3c20d1428b2e2836027bfe,C vs. D - Game #6 - World's Edge,18,Aurora,16,0,0,0,0,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #6,6,World's Edge,f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/game/f9f25d09fa3c20d1428b2e2836027bfe,C vs. D - Game #6 - World's Edge,19,ENTER FORCE.36,19,0,0,0,0,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day1,CvD,C vs. D,Game #6,6,World's Edge,f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day1/CvD/f9f25d09fa3c20d1428b2e2836027bfe,https://apexlegendsstatus.com/algs/game/f9f25d09fa3c20d1428b2e2836027bfe,C vs. D - Game #6 - World's Edge,20,GHS Professional,20,0,0,0,0,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #1,1,Storm Point,dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/game/dbfbca8914ff0e128268444bf2f84dae,A vs. C - Game #1 - Storm Point,1,Team Falcons,2,11,20,9,9,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #1,1,Storm Point,dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/game/dbfbca8914ff0e128268444bf2f84dae,A vs. C - Game #1 - Storm Point,2,TSM,1,5,17,12,12,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #1,1,Storm Point,dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/game/dbfbca8914ff0e128268444bf2f84dae,A vs. C - Game #1 - Storm Point,3,Cloud9,3,8,15,7,7,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #1,1,Storm Point,dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/game/dbfbca8914ff0e128268444bf2f84dae,A vs. C - Game #1 - Storm Point,4,ShopifyRebellion,4,10,15,5,5,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #1,1,Storm Point,dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/game/dbfbca8914ff0e128268444bf2f84dae,A vs. C - Game #1 - Storm Point,5,GaiminGladiators,5,5,9,4,4,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #1,1,Storm Point,dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/game/dbfbca8914ff0e128268444bf2f84dae,A vs. C - Game #1 - Storm Point,6,OrglessAndHungry,6,4,7,3,3,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #1,1,Storm Point,dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/game/dbfbca8914ff0e128268444bf2f84dae,A vs. C - Game #1 - Storm Point,7,Ninjas,8,4,6,2,2,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #1,1,Storm Point,dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/game/dbfbca8914ff0e128268444bf2f84dae,A vs. C - Game #1 - Storm Point,8,NRG,7,2,5,3,3,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #1,1,Storm Point,dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/game/dbfbca8914ff0e128268444bf2f84dae,A vs. C - Game #1 - Storm Point,9,Team Burger,9,2,4,2,2,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #1,1,Storm Point,dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/game/dbfbca8914ff0e128268444bf2f84dae,A vs. C - Game #1 - Storm Point,10,shadow3690,10,2,4,2,2,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #1,1,Storm Point,dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/game/dbfbca8914ff0e128268444bf2f84dae,A vs. C - Game #1 - Storm Point,11,FaZe,15,2,3,1,1,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #1,1,Storm Point,dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/game/dbfbca8914ff0e128268444bf2f84dae,A vs. C - Game #1 - Storm Point,12,Noctem,16,3,3,0,0,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #1,1,Storm Point,dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/game/dbfbca8914ff0e128268444bf2f84dae,A vs. C - Game #1 - Storm Point,13,100 Thieves,11,0,1,1,1,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #1,1,Storm Point,dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/game/dbfbca8914ff0e128268444bf2f84dae,A vs. C - Game #1 - Storm Point,14,Exo Clan,12,0,1,1,1,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #1,1,Storm Point,dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/game/dbfbca8914ff0e128268444bf2f84dae,A vs. C - Game #1 - Storm Point,15,Aurora,13,0,1,1,1,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #1,1,Storm Point,dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/game/dbfbca8914ff0e128268444bf2f84dae,A vs. C - Game #1 - Storm Point,16,Oblivion,14,0,1,1,1,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #1,1,Storm Point,dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/game/dbfbca8914ff0e128268444bf2f84dae,A vs. C - Game #1 - Storm Point,17,REIGNITE,17,0,0,0,0,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #1,1,Storm Point,dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/game/dbfbca8914ff0e128268444bf2f84dae,A vs. C - Game #1 - Storm Point,18,Zero Tenacity,18,0,0,0,0,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #1,1,Storm Point,dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/game/dbfbca8914ff0e128268444bf2f84dae,A vs. C - Game #1 - Storm Point,19,LG,19,0,0,0,0,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #1,1,Storm Point,dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/dbfbca8914ff0e128268444bf2f84dae,https://apexlegendsstatus.com/algs/game/dbfbca8914ff0e128268444bf2f84dae,A vs. C - Game #1 - Storm Point,20,GHS Professional,20,0,0,0,0,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #2,2,Storm Point,bc819c38781df5733d5dd2801f710a59,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/bc819c38781df5733d5dd2801f710a59,https://apexlegendsstatus.com/algs/game/bc819c38781df5733d5dd2801f710a59,A vs. C - Game #2 - Storm Point,1,Oblivion,2,15,24,9,9,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #2,2,Storm Point,bc819c38781df5733d5dd2801f710a59,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/bc819c38781df5733d5dd2801f710a59,https://apexlegendsstatus.com/algs/game/bc819c38781df5733d5dd2801f710a59,A vs. C - Game #2 - Storm Point,2,ShopifyRebellion,1,9,21,12,12,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #2,2,Storm Point,bc819c38781df5733d5dd2801f710a59,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/bc819c38781df5733d5dd2801f710a59,https://apexlegendsstatus.com/algs/game/bc819c38781df5733d5dd2801f710a59,A vs. C - Game #2 - Storm Point,3,TSM,4,6,11,5,5,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #2,2,Storm Point,bc819c38781df5733d5dd2801f710a59,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/bc819c38781df5733d5dd2801f710a59,https://apexlegendsstatus.com/algs/game/bc819c38781df5733d5dd2801f710a59,A vs. C - Game #2 - Storm Point,4,shadow3690,15,8,9,1,1,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #2,2,Storm Point,bc819c38781df5733d5dd2801f710a59,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/bc819c38781df5733d5dd2801f710a59,https://apexlegendsstatus.com/algs/game/bc819c38781df5733d5dd2801f710a59,A vs. C - Game #2 - Storm Point,5,LG,3,1,8,7,7,ok
championship_split2,ALGS Year 4 Championship,Y4-Split2,ALGS-Championships,Global,Day2,AvC,A vs. C,Game #2,2,Storm Point,bc819c38781df5733d5dd2801f710a59,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Day2/AvC/bc819c38781df5733d5dd2801f710a59,https://apexlegendsstatus.com/algs/game/bc819c38781df5733d5dd2801f710a59,A vs. C - Game #2 - Storm Point,6,100 Thieves,5,4,8,4,4,ok
