event_slug,event_name,overview_url,split,league,region,day,group,game_id,source_url,source_scope,weapon_key,weapon,kills,damage,knockdowns,times_knocked,fwr_pct,shots,hits,accuracy,playtime,playtime_seconds,max_kill_range,max_damage_range,icon,stage,game_label,game_number,map_name,stats_url,replay_url,title,category,total_kills,total_damage,kill_share_pct,damage_share_pct
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,Alternator,Alternator SMG,2,351,2.0,1.0,66.67,1282.0,26.0,2.03%,0h 56m 37s,3397,35.7,99.93,Alternator_SMG_Icon.svg,,,,,,,,SMG,3508,2545007,0.05701254275940707,0.01379171059254454
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,Volt,Volt SMG,5,1428,9.0,3.0,75.0,1514.0,130.0,8.59%,1h 6m 9s,3969,61.78,141.47,Volt_SMG_Icon.svg,,,,,,,,SMG,3508,2545007,0.14253135689851767,0.05610986531667693
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,C.A.R.,C.A.R.,0,747,1.0,1.0,50.0,1041.0,65.0,6.24%,0h 27m 25s,1645,0.0,73.36,C.A.R._SMG_Icon.svg,,,,,,,,SMG,3508,2545007,0.0,0.029351589209774275
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,HAVOC,HAVOC Rifle,27,16358,49.0,,,,940.0,-,0h 0m 0s,0,68.8,208.84,HAVOC_Rifle_Icon.svg,,,,,,,,AR,3508,2545007,0.7696693272519954,0.6427487232844546
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,P2020,P2020,2,364,5.0,1.0,83.33,372.0,24.0,6.45%,0h 25m 57s,1557,60.38,107.99,P2020_Icon.svg,,,,,,,,Pistol/Akimbo,3508,2545007,0.05701254275940707,0.014302514688564708
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,ChargeRifle,Charge Rifle,50,108767,175.0,15.0,92.11,7738.0,1598.0,20.65%,19h 18m 35s,69515,308.37,489.43,Charge_Rifle_Icon.svg,,,,,,,,Precision,3508,2545007,1.4253135689851768,4.273740700909664
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,Rampage,Rampage LMG,4,3337,10.0,2.0,83.33,1291.0,167.0,12.94%,1h 8m 20s,4100,76.12,242.28,Rampage_LMG_Icon.svg,,,,,,,,LMG,3508,2545007,0.11402508551881414,0.1311194821861001
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,Fall,Fall,0,0,2.0,,,,,NAN%,0h 0m 0s,0,0.0,0.0,damage.svg,,,,,,,,Other,3508,2545007,0.0,0.0
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,R-99,R-99 SMG,8,4629,18.0,,,,449.0,-,0h 0m 0s,0,41.11,93.3,R-99_SMG_Icon.svg,,,,,,,,SMG,3508,2545007,0.22805017103762829,0.18188555080595062
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,ThermiteGrenade,Thermite Grenade,20,19634,52.0,,,,6474.0,-,0h 0m 0s,0,66.03,1169.06,Thermite_Grenade.svg,,,,,,,,Ordnance,3508,2545007,0.5701254275940707,0.771471355481537
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,RE-45,RE-45,0,20,,,,587.0,2.0,0.34%,0h 30m 45s,1845,0.0,4.33,RE-45_Auto_Icon.svg,,,,,,,,Pistol/SMG,3508,2545007,0.0,0.0007858524554156432
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,Wingman,Wingman,1,307,1.0,,,184.0,8.0,4.35%,0h 33m 21s,2001,61.29,125.89,Wingman_Icon.svg,,,,,,,,Precision,3508,2545007,0.028506271379703536,0.012062835190630124
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,ArcStar,Arc Star,45,43055,107.0,,,,1242.0,-,0h 0m 0s,0,90.63,99.28,Arc_Star.svg,,,,,,,,Ordnance,3508,2545007,1.282782212086659,1.691743873396026
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,Mastiff,Mastiff Shotgun,1080,348285,2023.0,1466.0,57.98,11498.0,26066.0,-,62h 18m 43s,224323,60.31,136.8,Mastiff_Shotgun_Icon.svg,,,,,,,,Shotgun,3508,2545007,30.78677309007982,13.685031121721865
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,L-STAR,L-STAR EMG,17,11795,32.0,27.0,54.24,5376.0,782.0,14.55%,3h 44m 24s,13464,86.5,234.29,L-STAR_EMG_Icon.svg,,,,,,,,LMG,3508,2545007,0.4846066134549601,0.4634564855813756
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,Bocek,Bocek Compound Bow,21,21017,41.0,7.0,85.42,,369.0,-,2h 2m 11s,7331,152.69,248.64,Bocek_Compound_Bow_Icon.svg,,,,,,,,Precision,3508,2545007,0.5986316989737742,0.8258130527735287
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,G7Scout,G7 Scout,486,763818,1056.0,310.0,77.31,209020.0,28392.0,13.58%,177h 11m 38s,637898,243.05,470.83,G7_Scout_Icon.svg,,,,,,,,Precision,3508,2545007,13.854047890535918,30.01241253953329
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,Longbow,Longbow DMR,17,42621,55.0,33.0,62.5,4401.0,891.0,20.25%,9h 22m 29s,33749,126.64,373.87,Longbow_DMR_Icon.svg,,,,,,,,Precision,3508,2545007,0.4846066134549601,1.6746908751135066
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,TripleTake,Triple Take,63,151999,173.0,55.0,75.88,15968.0,8335.0,52.2%,36h 25m 26s,131126,149.86,476.49,Triple_Take_Icon.svg,,,,,,,,Precision,3508,2545007,1.7958950969213228,5.972439368536118
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,Nemesis,Nemesis Burst AR,300,346108,574.0,193.0,74.84,146578.0,26766.0,18.26%,94h 55m 28s,341728,234.49,384.75,Nemesis_Burst_AR_Icon.svg,,,,,,,,AR,3508,2545007,8.55188141391106,13.599491081949873
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,FragGrenade,Frag Grenade,74,66011,156.0,,,,1258.0,-,0h 0m 0s,0,81.48,110.29,Frag_Grenade.svg,,,,,,,,Ordnance,3508,2545007,2.1094640820980617,2.593745321722101
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,EVA-8,EVA-8 Auto,520,161721,1016.0,703.0,59.1,9270.0,25627.0,-,24h 34m 31s,88471,28.08,52.59,EVA-8_Auto_Icon.svg,,,,,,,,Shotgun,3508,2545007,14.823261117445838,6.354442247113663
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,Peacekeeper,Peacekeeper,568,213628,1092.0,854.0,56.12,5527.0,22149.0,-,38h 45m 7s,139507,52.6,201.74,Peacekeeper_Icon.svg,,,,,,,,Shotgun,3508,2545007,16.191562143671607,8.394004417276651
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,Mozambique,Mozambique Shotgun,21,1843,68.0,85.0,44.44,1360.0,137.0,10.07%,2h 6m 12s,7572,32.14,32.21,Mozambique_Shotgun_Icon.svg,,,,,,,,Shotgun,3508,2545007,0.5986316989737742,0.07241630376655153
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,Kraber,Kraber .50-Cal Sniper,18,17411,51.0,11.0,82.26,,143.0,-,2h 27m 35s,8855,105.5,217.28,Kraber_.50-Cal_Sniper_Icon.svg,,,,,,,,Precision,3508,2545007,0.5131128848346637,0.6841238550620883
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,Hemlok,Hemlok,20,31395,43.0,19.0,69.35,14941.0,1953.0,13.07%,10h 57m 2s,39422,155.38,271.75,Hemlok_Burst_AR_Icon.svg,,,,,,,,AR,3508,2545007,0.5701254275940707,1.233591891888706
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,Mozambique (Akimbo),Mozambique (Akimbo),26,12717,26.0,2.0,92.86,,945.0,-,3h 24m 7s,12247,32.14,40.74,Mozambique_Shotgun_Akimbo_Icon.svg,,,,,,,,Shotgun/Akimbo,3508,2545007,0.7411630558722919,0.49968428377603674
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,30-30,30-30 Repeater,22,44122,54.0,18.0,75.0,7454.0,1120.0,15.03%,12h 6m 55s,43615,174.0,457.44,30-30_Repeater_Icon.svg,,,,,,,,Precision,3508,2545007,0.6271379703534777,1.7336691018924506
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,Sentinel,Sentinel,10,36442,39.0,14.0,73.58,2088.0,525.0,25.14%,9h 59m 35s,35975,90.15,436.75,Sentinel_Icon.svg,,,,,,,,Precision,3508,2545007,0.28506271379703535,1.4319017590128436
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,Flatline,VK-47 Flatline,24,19950,43.0,27.0,61.43,12949.0,1283.0,9.91%,9h 23m 54s,33834,77.35,310.72,VK-47_Flatline_Icon.svg,,,,,,,,AR,3508,2545007,0.6841505131128849,0.7838878242771041
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,R-301,R-301 Carbine,34,31740,64.0,22.0,74.42,22785.0,3016.0,13.24%,11h 54m 9s,42849,114.06,381.27,R-301_Carbine_Icon.svg,,,,,,,,AR,3508,2545007,0.9692132269099202,1.2471478467446258
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,Melee,Melee,1,192,2.0,,,,8.0,-,0h 0m 0s,0,1.01,4.0,Melee.svg,,,,,,,,Other,3508,2545007,0.028506271379703536,0.007544183571990175
